keno számok kettesével: ;1;2; előfordulás ;495
keno számok kettesével: ;8;59; előfordulás ;380
keno számok kettesével: ;8;60; előfordulás ;430
keno számok kettesével: ;8;61; előfordulás ;448
keno számok kettesével: ;8;62; előfordulás ;447
keno számok kettesével: ;8;63; előfordulás ;411
keno számok kettesével: ;8;64; előfordulás ;421
keno számok kettesével: ;8;65; előfordulás ;431
keno számok kettesével: ;8;66; előfordulás ;432
keno számok kettesével: ;8;67; előfordulás ;446
keno számok kettesével: ;8;68; előfordulás ;444
keno számok kettesével: ;8;69; előfordulás ;409
keno számok kettesével: ;8;70; előfordulás ;412
keno számok kettesével: ;8;71; előfordulás ;440
keno számok kettesével: ;8;72; előfordulás ;450
keno számok kettesével: ;8;73; előfordulás ;418
keno számok kettesével: ;8;74; előfordulás ;406
keno számok kettesével: ;8;75; előfordulás ;409
keno számok kettesével: ;8;76; előfordulás ;400
keno számok kettesével: ;8;77; előfordulás ;430
keno számok kettesével: ;8;78; előfordulás ;402
keno számok kettesével: ;8;79; előfordulás ;438
keno számok kettesével: ;8;80; előfordulás ;425
keno számok kettesével: ;9;10; előfordulás ;437
keno számok kettesével: ;9;11; előfordulás ;415
keno számok kettesével: ;9;12; előfordulás ;391
keno számok kettesével: ;9;13; előfordulás ;412
keno számok kettesével: ;9;14; előfordulás ;414
keno számok kettesével: ;9;15; előfordulás ;381
keno számok kettesével: ;9;16; előfordulás ;392
keno számok kettesével: ;9;17; előfordulás ;412
keno számok kettesével: ;9;18; előfordulás ;418
keno számok kettesével: ;9;19; előfordulás ;422
keno számok kettesével: ;9;20; előfordulás ;421
keno számok kettesével: ;9;21; előfordulás ;370
keno számok kettesével: ;9;22; előfordulás ;391
keno számok kettesével: ;9;23; előfordulás ;427
keno számok kettesével: ;9;24; előfordulás ;401
keno számok kettesével: ;9;25; előfordulás ;452
keno számok kettesével: ;9;26; előfordulás ;447
keno számok kettesével: ;9;27; előfordulás ;434
keno számok kettesével: ;9;28; előfordulás ;428
keno számok kettesével: ;9;29; előfordulás ;405
keno számok kettesével: ;9;30; előfordulás ;395
keno számok kettesével: ;9;31; előfordulás ;414
keno számok kettesével: ;9;32; előfordulás ;384
keno számok kettesével: ;9;33; előfordulás ;409
keno számok kettesével: ;9;34; előfordulás ;405
keno számok kettesével: ;9;35; előfordulás ;400
keno számok kettesével: ;9;36; előfordulás ;422
keno számok kettesével: ;9;37; előfordulás ;408
keno számok kettesével: ;9;38; előfordulás ;462
keno számok kettesével: ;9;39; előfordulás ;403
keno számok kettesével: ;9;40; előfordulás ;394
keno számok kettesével: ;9;41; előfordulás ;410
keno számok kettesével: ;9;42; előfordulás ;416
keno számok kettesével: ;9;43; előfordulás ;410
keno számok kettesével: ;9;44; előfordulás ;435
keno számok kettesével: ;9;45; előfordulás ;430
keno számok kettesével: ;9;46; előfordulás ;429
keno számok kettesével: ;9;47; előfordulás ;441
keno számok kettesével: ;9;48; előfordulás ;428
keno számok kettesével: ;9;49; előfordulás ;410
keno számok kettesével: ;9;50; előfordulás ;415
keno számok kettesével: ;9;51; előfordulás ;397
keno számok kettesével: ;9;52; előfordulás ;394
keno számok kettesével: ;9;53; előfordulás ;402
keno számok kettesével: ;9;54; előfordulás ;400
keno számok kettesével: ;9;55; előfordulás ;416
keno számok kettesével: ;9;56; előfordulás ;397
keno számok kettesével: ;9;57; előfordulás ;392
keno számok kettesével: ;9;58; előfordulás ;412
keno számok kettesével: ;9;59; előfordulás ;407
keno számok kettesével: ;9;60; előfordulás ;394
keno számok kettesével: ;9;61; előfordulás ;441
keno számok kettesével: ;9;62; előfordulás ;396
keno számok kettesével: ;9;63; előfordulás ;466
keno számok kettesével: ;9;64; előfordulás ;378
keno számok kettesével: ;9;65; előfordulás ;386
keno számok kettesével: ;9;66; előfordulás ;402
keno számok kettesével: ;9;67; előfordulás ;435
keno számok kettesével: ;9;68; előfordulás ;423
keno számok kettesével: ;9;69; előfordulás ;405
keno számok kettesével: ;9;70; előfordulás ;414
keno számok kettesével: ;9;71; előfordulás ;412
keno számok kettesével: ;9;72; előfordulás ;416
keno számok kettesével: ;9;73; előfordulás ;426
keno számok kettesével: ;9;74; előfordulás ;385
keno számok kettesével: ;9;75; előfordulás ;378
keno számok kettesével: ;9;76; előfordulás ;409
keno számok kettesével: ;9;77; előfordulás ;384
keno számok kettesével: ;9;78; előfordulás ;384
keno számok kettesével: ;9;79; előfordulás ;420
keno számok kettesével: ;9;80; előfordulás ;416
keno számok kettesével: ;10;11; előfordulás ;436
keno számok kettesével: ;10;12; előfordulás ;412
keno számok kettesével: ;10;13; előfordulás ;429
keno számok kettesével: ;10;14; előfordulás ;417
keno számok kettesével: ;10;15; előfordulás ;442
keno számok kettesével: ;10;16; előfordulás ;385
keno számok kettesével: ;10;17; előfordulás ;453
keno számok kettesével: ;10;18; előfordulás ;433
keno számok kettesével: ;10;19; előfordulás ;444
keno számok kettesével: ;10;20; előfordulás ;403
keno számok kettesével: ;10;21; előfordulás ;427
keno számok kettesével: ;10;22; előfordulás ;430
keno számok kettesével: ;10;23; előfordulás ;429
keno számok kettesével: ;10;24; előfordulás ;418
keno számok kettesével: ;10;25; előfordulás ;439
keno számok kettesével: ;10;26; előfordulás ;394
keno számok kettesével: ;10;27; előfordulás ;421
keno számok kettesével: ;10;28; előfordulás ;429
keno számok kettesével: ;10;29; előfordulás ;400
keno számok kettesével: ;10;30; előfordulás ;424
keno számok kettesével: ;10;31; előfordulás ;441
keno számok kettesével: ;10;32; előfordulás ;420
keno számok kettesével: ;10;33; előfordulás ;417
keno számok kettesével: ;10;34; előfordulás ;418
keno számok kettesével: ;10;35; előfordulás ;430
keno számok kettesével: ;10;36; előfordulás ;428
keno számok kettesével: ;10;37; előfordulás ;460
keno számok kettesével: ;10;38; előfordulás ;456
keno számok kettesével: ;10;39; előfordulás ;432
keno számok kettesével: ;10;40; előfordulás ;397
keno számok kettesével: ;10;41; előfordulás ;429
keno számok kettesével: ;10;42; előfordulás ;457
keno számok kettesével: ;10;43; előfordulás ;445
keno számok kettesével: ;10;44; előfordulás ;447
keno számok kettesével: ;10;45; előfordulás ;453
keno számok kettesével: ;10;46; előfordulás ;444
keno számok kettesével: ;10;47; előfordulás ;445
keno számok kettesével: ;10;48; előfordulás ;420
keno számok kettesével: ;10;49; előfordulás ;428
keno számok kettesével: ;10;50; előfordulás ;444
keno számok kettesével: ;10;51; előfordulás ;417
keno számok kettesével: ;10;52; előfordulás ;428
keno számok kettesével: ;10;53; előfordulás ;406
keno számok kettesével: ;10;54; előfordulás ;424
keno számok kettesével: ;10;55; előfordulás ;401
keno számok kettesével: ;10;56; előfordulás ;425
keno számok kettesével: ;10;57; előfordulás ;407
keno számok kettesével: ;10;58; előfordulás ;421
keno számok kettesével: ;10;59; előfordulás ;415
keno számok kettesével: ;10;60; előfordulás ;421
keno számok kettesével: ;10;61; előfordulás ;457
keno számok kettesével: ;10;62; előfordulás ;456
keno számok kettesével: ;10;63; előfordulás ;441
keno számok kettesével: ;10;64; előfordulás ;392
keno számok kettesével: ;10;65; előfordulás ;418
keno számok kettesével: ;10;66; előfordulás ;458
keno számok kettesével: ;10;67; előfordulás ;449
keno számok kettesével: ;10;68; előfordulás ;416
keno számok kettesével: ;10;69; előfordulás ;435
keno számok kettesével: ;10;70; előfordulás ;456
keno számok kettesével: ;10;71; előfordulás ;433
keno számok kettesével: ;10;72; előfordulás ;408
keno számok kettesével: ;10;73; előfordulás ;426
keno számok kettesével: ;10;74; előfordulás ;421
keno számok kettesével: ;10;75; előfordulás ;411
keno számok kettesével: ;10;76; előfordulás ;415
keno számok kettesével: ;10;77; előfordulás ;438
keno számok kettesével: ;10;78; előfordulás ;419
keno számok kettesével: ;10;79; előfordulás ;422
keno számok kettesével: ;10;80; előfordulás ;431
keno számok kettesével: ;11;12; előfordulás ;411
keno számok kettesével: ;11;13; előfordulás ;445
keno számok kettesével: ;11;14; előfordulás ;428
keno számok kettesével: ;11;15; előfordulás ;417
keno számok kettesével: ;11;16; előfordulás ;395
keno számok kettesével: ;11;17; előfordulás ;427
keno számok kettesével: ;11;18; előfordulás ;461
keno számok kettesével: ;11;19; előfordulás ;445
keno számok kettesével: ;11;20; előfordulás ;405
keno számok kettesével: ;11;21; előfordulás ;428
keno számok kettesével: ;11;22; előfordulás ;409
keno számok kettesével: ;11;23; előfordulás ;421
keno számok kettesével: ;11;24; előfordulás ;387
keno számok kettesével: ;11;25; előfordulás ;462
keno számok kettesével: ;11;26; előfordulás ;437
keno számok kettesével: ;11;27; előfordulás ;431
keno számok kettesével: ;11;28; előfordulás ;444
keno számok kettesével: ;11;29; előfordulás ;431
keno számok kettesével: ;11;30; előfordulás ;411
keno számok kettesével: ;11;31; előfordulás ;393
keno számok kettesével: ;11;32; előfordulás ;431
keno számok kettesével: ;11;33; előfordulás ;460
keno számok kettesével: ;11;34; előfordulás ;406
keno számok kettesével: ;11;35; előfordulás ;464
keno számok kettesével: ;11;36; előfordulás ;413
keno számok kettesével: ;11;37; előfordulás ;415
keno számok kettesével: ;11;38; előfordulás ;418
keno számok kettesével: ;11;39; előfordulás ;404
keno számok kettesével: ;11;40; előfordulás ;401
keno számok kettesével: ;11;41; előfordulás ;440
keno számok kettesével: ;11;42; előfordulás ;420
keno számok kettesével: ;11;43; előfordulás ;421
keno számok kettesével: ;11;44; előfordulás ;437
keno számok kettesével: ;11;45; előfordulás ;417
keno számok kettesével: ;11;46; előfordulás ;452
keno számok kettesével: ;11;47; előfordulás ;440
keno számok kettesével: ;11;48; előfordulás ;428
keno számok kettesével: ;11;49; előfordulás ;424
keno számok kettesével: ;11;50; előfordulás ;437
keno számok kettesével: ;11;51; előfordulás ;404
keno számok kettesével: ;11;52; előfordulás ;429
keno számok kettesével: ;11;53; előfordulás ;405
keno számok kettesével: ;11;54; előfordulás ;430
keno számok kettesével: ;11;55; előfordulás ;409
keno számok kettesével: ;11;56; előfordulás ;429
keno számok kettesével: ;11;57; előfordulás ;444
keno számok kettesével: ;11;58; előfordulás ;426
keno számok kettesével: ;11;59; előfordulás ;427
keno számok kettesével: ;11;60; előfordulás ;411
keno számok kettesével: ;11;61; előfordulás ;444
keno számok kettesével: ;11;62; előfordulás ;417
keno számok kettesével: ;11;63; előfordulás ;432
keno számok kettesével: ;11;64; előfordulás ;433
keno számok kettesével: ;11;65; előfordulás ;414
keno számok kettesével: ;11;66; előfordulás ;446
keno számok kettesével: ;11;67; előfordulás ;456
keno számok kettesével: ;11;68; előfordulás ;410
keno számok kettesével: ;11;69; előfordulás ;406
keno számok kettesével: ;11;70; előfordulás ;388
keno számok kettesével: ;11;71; előfordulás ;387
keno számok kettesével: ;11;72; előfordulás ;436
keno számok kettesével: ;11;73; előfordulás ;422
keno számok kettesével: ;11;74; előfordulás ;435
keno számok kettesével: ;11;75; előfordulás ;377
keno számok kettesével: ;11;76; előfordulás ;417
keno számok kettesével: ;11;77; előfordulás ;426
keno számok kettesével: ;11;78; előfordulás ;406
keno számok kettesével: ;11;79; előfordulás ;435
keno számok kettesével: ;11;80; előfordulás ;422
keno számok kettesével: ;12;13; előfordulás ;434
keno számok kettesével: ;12;14; előfordulás ;441
keno számok kettesével: ;12;15; előfordulás ;422
keno számok kettesével: ;12;16; előfordulás ;401
keno számok kettesével: ;12;17; előfordulás ;406
keno számok kettesével: ;12;18; előfordulás ;415
keno számok kettesével: ;12;19; előfordulás ;402
keno számok kettesével: ;12;20; előfordulás ;428
keno számok kettesével: ;12;21; előfordulás ;417
keno számok kettesével: ;12;22; előfordulás ;421
keno számok kettesével: ;12;23; előfordulás ;428
keno számok kettesével: ;12;24; előfordulás ;407
keno számok kettesével: ;12;25; előfordulás ;431
keno számok kettesével: ;12;26; előfordulás ;428
keno számok kettesével: ;12;27; előfordulás ;400
keno számok kettesével: ;12;28; előfordulás ;419
keno számok kettesével: ;12;29; előfordulás ;381
keno számok kettesével: ;12;30; előfordulás ;374
keno számok kettesével: ;12;31; előfordulás ;425
keno számok kettesével: ;12;32; előfordulás ;431
keno számok kettesével: ;12;33; előfordulás ;429
keno számok kettesével: ;12;34; előfordulás ;411
keno számok kettesével: ;12;35; előfordulás ;432
keno számok kettesével: ;12;36; előfordulás ;439
keno számok kettesével: ;12;37; előfordulás ;402
keno számok kettesével: ;12;38; előfordulás ;450
keno számok kettesével: ;12;39; előfordulás ;392
keno számok kettesével: ;12;40; előfordulás ;416
keno számok kettesével: ;12;41; előfordulás ;441
keno számok kettesével: ;12;42; előfordulás ;437
keno számok kettesével: ;12;43; előfordulás ;430
keno számok kettesével: ;12;44; előfordulás ;407
keno számok kettesével: ;12;45; előfordulás ;442
keno számok kettesével: ;12;46; előfordulás ;449
keno számok kettesével: ;12;47; előfordulás ;451
keno számok kettesével: ;12;48; előfordulás ;414
keno számok kettesével: ;12;49; előfordulás ;399
keno számok kettesével: ;12;50; előfordulás ;415
keno számok kettesével: ;12;51; előfordulás ;401
keno számok kettesével: ;12;52; előfordulás ;426
keno számok kettesével: ;12;53; előfordulás ;405
keno számok kettesével: ;12;54; előfordulás ;425
keno számok kettesével: ;12;55; előfordulás ;400
keno számok kettesével: ;12;56; előfordulás ;393
keno számok kettesével: ;12;57; előfordulás ;442
keno számok kettesével: ;12;58; előfordulás ;426
keno számok kettesével: ;12;59; előfordulás ;419
keno számok kettesével: ;12;60; előfordulás ;402
keno számok kettesével: ;12;61; előfordulás ;417
keno számok kettesével: ;12;62; előfordulás ;432
keno számok kettesével: ;12;63; előfordulás ;447
keno számok kettesével: ;12;64; előfordulás ;412
keno számok kettesével: ;12;65; előfordulás ;454
keno számok kettesével: ;12;66; előfordulás ;445
keno számok kettesével: ;12;67; előfordulás ;435
keno számok kettesével: ;12;68; előfordulás ;397
keno számok kettesével: ;12;69; előfordulás ;423
keno számok kettesével: ;12;70; előfordulás ;415
keno számok kettesével: ;12;71; előfordulás ;423
keno számok kettesével: ;12;72; előfordulás ;439
keno számok kettesével: ;12;73; előfordulás ;405
keno számok kettesével: ;12;74; előfordulás ;430
keno számok kettesével: ;12;75; előfordulás ;387
keno számok kettesével: ;12;76; előfordulás ;449
keno számok kettesével: ;12;77; előfordulás ;394
keno számok kettesével: ;12;78; előfordulás ;393
keno számok kettesével: ;12;79; előfordulás ;409
keno számok kettesével: ;12;80; előfordulás ;445
keno számok kettesével: ;13;14; előfordulás ;431
keno számok kettesével: ;13;15; előfordulás ;445
keno számok kettesével: ;13;16; előfordulás ;407
keno számok kettesével: ;13;17; előfordulás ;427
keno számok kettesével: ;13;18; előfordulás ;464
keno számok kettesével: ;13;19; előfordulás ;441
keno számok kettesével: ;13;20; előfordulás ;450
keno számok kettesével: ;13;21; előfordulás ;440
keno számok kettesével: ;13;22; előfordulás ;435
keno számok kettesével: ;13;23; előfordulás ;446
keno számok kettesével: ;13;24; előfordulás ;415
keno számok kettesével: ;13;25; előfordulás ;509
keno számok kettesével: ;13;26; előfordulás ;446
keno számok kettesével: ;13;27; előfordulás ;435
keno számok kettesével: ;13;28; előfordulás ;453
keno számok kettesével: ;13;29; előfordulás ;445
keno számok kettesével: ;13;30; előfordulás ;453
keno számok kettesével: ;13;31; előfordulás ;428
keno számok kettesével: ;13;32; előfordulás ;439
keno számok kettesével: ;13;33; előfordulás ;437
keno számok kettesével: ;13;34; előfordulás ;453
keno számok kettesével: ;13;35; előfordulás ;447
keno számok kettesével: ;13;36; előfordulás ;427
keno számok kettesével: ;13;37; előfordulás ;439
keno számok kettesével: ;13;38; előfordulás ;446
keno számok kettesével: ;13;39; előfordulás ;405
keno számok kettesével: ;13;40; előfordulás ;430
keno számok kettesével: ;13;41; előfordulás ;467
keno számok kettesével: ;13;42; előfordulás ;470
keno számok kettesével: ;13;43; előfordulás ;445
keno számok kettesével: ;13;44; előfordulás ;450
keno számok kettesével: ;13;45; előfordulás ;473
keno számok kettesével: ;13;46; előfordulás ;415
keno számok kettesével: ;13;47; előfordulás ;446
keno számok kettesével: ;13;48; előfordulás ;461
keno számok kettesével: ;13;49; előfordulás ;453
keno számok kettesével: ;13;50; előfordulás ;451
keno számok kettesével: ;13;51; előfordulás ;428
keno számok kettesével: ;13;52; előfordulás ;449
keno számok kettesével: ;13;53; előfordulás ;425
keno számok kettesével: ;13;54; előfordulás ;456
keno számok kettesével: ;13;55; előfordulás ;412
keno számok kettesével: ;13;56; előfordulás ;456
keno számok kettesével: ;13;57; előfordulás ;444
keno számok kettesével: ;13;58; előfordulás ;436
keno számok kettesével: ;13;59; előfordulás ;410
keno számok kettesével: ;13;60; előfordulás ;441
keno számok kettesével: ;13;61; előfordulás ;467
keno számok kettesével: ;13;62; előfordulás ;445
keno számok kettesével: ;13;63; előfordulás ;469
keno számok kettesével: ;13;64; előfordulás ;445
keno számok kettesével: ;13;65; előfordulás ;441
keno számok kettesével: ;13;66; előfordulás ;471
keno számok kettesével: ;13;67; előfordulás ;449
keno számok kettesével: ;13;68; előfordulás ;440
keno számok kettesével: ;13;69; előfordulás ;415
keno számok kettesével: ;13;70; előfordulás ;433
keno számok kettesével: ;13;71; előfordulás ;437
keno számok kettesével: ;13;72; előfordulás ;466
keno számok kettesével: ;13;73; előfordulás ;427
keno számok kettesével: ;13;74; előfordulás ;426
keno számok kettesével: ;13;75; előfordulás ;417
keno számok kettesével: ;13;76; előfordulás ;437
keno számok kettesével: ;13;77; előfordulás ;443
keno számok kettesével: ;13;78; előfordulás ;439
keno számok kettesével: ;13;79; előfordulás ;461
keno számok kettesével: ;13;80; előfordulás ;455
keno számok kettesével: ;14;15; előfordulás ;436
keno számok kettesével: ;14;16; előfordulás ;419
keno számok kettesével: ;14;17; előfordulás ;424
keno számok kettesével: ;14;18; előfordulás ;455
keno számok kettesével: ;14;19; előfordulás ;438
keno számok kettesével: ;14;20; előfordulás ;438
keno számok kettesével: ;14;21; előfordulás ;417
keno számok kettesével: ;14;22; előfordulás ;446
keno számok kettesével: ;14;23; előfordulás ;434
keno számok kettesével: ;14;24; előfordulás ;418
keno számok kettesével: ;14;25; előfordulás ;458
keno számok kettesével: ;14;26; előfordulás ;477
keno számok kettesével: ;14;27; előfordulás ;432
keno számok kettesével: ;14;28; előfordulás ;410
keno számok kettesével: ;14;29; előfordulás ;416
keno számok kettesével: ;14;30; előfordulás ;390
keno számok kettesével: ;14;31; előfordulás ;456
keno számok kettesével: ;14;32; előfordulás ;437
keno számok kettesével: ;14;33; előfordulás ;438
keno számok kettesével: ;14;34; előfordulás ;438
keno számok kettesével: ;14;35; előfordulás ;423
keno számok kettesével: ;14;36; előfordulás ;429
keno számok kettesével: ;14;37; előfordulás ;425
keno számok kettesével: ;14;38; előfordulás ;433
keno számok kettesével: ;14;39; előfordulás ;402
keno számok kettesével: ;14;40; előfordulás ;382
keno számok kettesével: ;14;41; előfordulás ;409
keno számok kettesével: ;14;42; előfordulás ;435
keno számok kettesével: ;14;43; előfordulás ;463
keno számok kettesével: ;14;44; előfordulás ;433
keno számok kettesével: ;14;45; előfordulás ;448
keno számok kettesével: ;14;46; előfordulás ;437
keno számok kettesével: ;14;47; előfordulás ;444
keno számok kettesével: ;14;48; előfordulás ;415
keno számok kettesével: ;14;49; előfordulás ;459
keno számok kettesével: ;14;50; előfordulás ;441
keno számok kettesével: ;14;51; előfordulás ;434
keno számok kettesével: ;14;52; előfordulás ;413
keno számok kettesével: ;14;53; előfordulás ;418
keno számok kettesével: ;14;54; előfordulás ;429
keno számok kettesével: ;14;55; előfordulás ;426
keno számok kettesével: ;14;56; előfordulás ;447
keno számok kettesével: ;14;57; előfordulás ;421
keno számok kettesével: ;14;58; előfordulás ;416
keno számok kettesével: ;14;59; előfordulás ;444
keno számok kettesével: ;14;60; előfordulás ;435
keno számok kettesével: ;14;61; előfordulás ;394
keno számok kettesével: ;14;62; előfordulás ;453
keno számok kettesével: ;14;63; előfordulás ;449
keno számok kettesével: ;14;64; előfordulás ;417
keno számok kettesével: ;14;65; előfordulás ;431
keno számok kettesével: ;14;66; előfordulás ;456
keno számok kettesével: ;14;67; előfordulás ;445
keno számok kettesével: ;14;68; előfordulás ;419
keno számok kettesével: ;14;69; előfordulás ;425
keno számok kettesével: ;14;70; előfordulás ;418
keno számok kettesével: ;14;71; előfordulás ;420
keno számok kettesével: ;14;72; előfordulás ;412
keno számok kettesével: ;14;73; előfordulás ;406
keno számok kettesével: ;14;74; előfordulás ;421
keno számok kettesével: ;14;75; előfordulás ;416
keno számok kettesével: ;14;76; előfordulás ;445
keno számok kettesével: ;14;77; előfordulás ;454
keno számok kettesével: ;14;78; előfordulás ;428
keno számok kettesével: ;14;79; előfordulás ;428
keno számok kettesével: ;14;80; előfordulás ;464
keno számok kettesével: ;15;16; előfordulás ;410
keno számok kettesével: ;15;17; előfordulás ;445
keno számok kettesével: ;15;18; előfordulás ;451
keno számok kettesével: ;15;19; előfordulás ;437
keno számok kettesével: ;15;20; előfordulás ;424
keno számok kettesével: ;15;21; előfordulás ;423
keno számok kettesével: ;15;22; előfordulás ;435
keno számok kettesével: ;15;23; előfordulás ;482
keno számok kettesével: ;15;24; előfordulás ;416
keno számok kettesével: ;15;25; előfordulás ;452
keno számok kettesével: ;15;26; előfordulás ;465
keno számok kettesével: ;15;27; előfordulás ;421
keno számok kettesével: ;15;28; előfordulás ;429
keno számok kettesével: ;15;29; előfordulás ;392
keno számok kettesével: ;15;30; előfordulás ;393
keno számok kettesével: ;15;31; előfordulás ;417
keno számok kettesével: ;15;32; előfordulás ;418
keno számok kettesével: ;15;33; előfordulás ;441
keno számok kettesével: ;15;34; előfordulás ;409
keno számok kettesével: ;15;35; előfordulás ;418
keno számok kettesével: ;15;36; előfordulás ;428
keno számok kettesével: ;15;37; előfordulás ;418
keno számok kettesével: ;15;38; előfordulás ;420
keno számok kettesével: ;15;39; előfordulás ;437
keno számok kettesével: ;15;40; előfordulás ;402
keno számok kettesével: ;15;41; előfordulás ;438
keno számok kettesével: ;15;42; előfordulás ;440
keno számok kettesével: ;15;43; előfordulás ;431
keno számok kettesével: ;15;44; előfordulás ;422
keno számok kettesével: ;15;45; előfordulás ;449
keno számok kettesével: ;15;46; előfordulás ;466
keno számok kettesével: ;15;47; előfordulás ;457
keno számok kettesével: ;15;48; előfordulás ;444
keno számok kettesével: ;15;49; előfordulás ;440
keno számok kettesével: ;15;50; előfordulás ;458
keno számok kettesével: ;15;51; előfordulás ;419
keno számok kettesével: ;15;52; előfordulás ;413
keno számok kettesével: ;15;53; előfordulás ;437
keno számok kettesével: ;15;54; előfordulás ;452
keno számok kettesével: ;15;55; előfordulás ;407
keno számok kettesével: ;15;56; előfordulás ;421
keno számok kettesével: ;15;57; előfordulás ;428
keno számok kettesével: ;15;58; előfordulás ;411
keno számok kettesével: ;15;59; előfordulás ;438
keno számok kettesével: ;15;60; előfordulás ;410
keno számok kettesével: ;15;61; előfordulás ;428
keno számok kettesével: ;15;62; előfordulás ;467
keno számok kettesével: ;15;63; előfordulás ;438
keno számok kettesével: ;15;64; előfordulás ;423
keno számok kettesével: ;15;65; előfordulás ;424
keno számok kettesével: ;15;66; előfordulás ;420
keno számok kettesével: ;15;67; előfordulás ;423
keno számok kettesével: ;15;68; előfordulás ;439
keno számok kettesével: ;15;69; előfordulás ;436
keno számok kettesével: ;15;70; előfordulás ;430
keno számok kettesével: ;15;71; előfordulás ;432
keno számok kettesével: ;15;72; előfordulás ;420
keno számok kettesével: ;15;73; előfordulás ;441
keno számok kettesével: ;15;74; előfordulás ;401
keno számok kettesével: ;15;75; előfordulás ;410
keno számok kettesével: ;15;76; előfordulás ;419
keno számok kettesével: ;15;77; előfordulás ;422
keno számok kettesével: ;15;78; előfordulás ;412
keno számok kettesével: ;15;79; előfordulás ;457
keno számok kettesével: ;15;80; előfordulás ;443
keno számok kettesével: ;16;17; előfordulás ;392
keno számok kettesével: ;16;18; előfordulás ;418
keno számok kettesével: ;16;19; előfordulás ;447
keno számok kettesével: ;16;20; előfordulás ;415
keno számok kettesével: ;16;21; előfordulás ;408
keno számok kettesével: ;16;22; előfordulás ;393
keno számok kettesével: ;16;23; előfordulás ;404
keno számok kettesével: ;16;24; előfordulás ;392
keno számok kettesével: ;16;25; előfordulás ;433
keno számok kettesével: ;16;26; előfordulás ;427
keno számok kettesével: ;16;27; előfordulás ;431
keno számok kettesével: ;16;28; előfordulás ;436
keno számok kettesével: ;16;29; előfordulás ;407
keno számok kettesével: ;16;30; előfordulás ;407
keno számok kettesével: ;16;31; előfordulás ;404
keno számok kettesével: ;16;32; előfordulás ;434
keno számok kettesével: ;16;33; előfordulás ;421
keno számok kettesével: ;16;34; előfordulás ;402
keno számok kettesével: ;16;35; előfordulás ;396
keno számok kettesével: ;16;36; előfordulás ;414
keno számok kettesével: ;16;37; előfordulás ;403
keno számok kettesével: ;16;38; előfordulás ;422
keno számok kettesével: ;16;39; előfordulás ;403
keno számok kettesével: ;16;40; előfordulás ;405
keno számok kettesével: ;16;41; előfordulás ;427
keno számok kettesével: ;16;42; előfordulás ;420
keno számok kettesével: ;16;43; előfordulás ;426
keno számok kettesével: ;16;44; előfordulás ;422
keno számok kettesével: ;16;45; előfordulás ;445
keno számok kettesével: ;16;46; előfordulás ;418
keno számok kettesével: ;16;47; előfordulás ;393
keno számok kettesével: ;16;48; előfordulás ;410
keno számok kettesével: ;16;49; előfordulás ;406
keno számok kettesével: ;16;50; előfordulás ;418
keno számok kettesével: ;16;51; előfordulás ;393
keno számok kettesével: ;16;52; előfordulás ;410
keno számok kettesével: ;16;53; előfordulás ;427
keno számok kettesével: ;16;54; előfordulás ;418
keno számok kettesével: ;16;55; előfordulás ;408
keno számok kettesével: ;16;56; előfordulás ;426
keno számok kettesével: ;16;57; előfordulás ;428
keno számok kettesével: ;16;58; előfordulás ;418
keno számok kettesével: ;16;59; előfordulás ;393
keno számok kettesével: ;16;60; előfordulás ;417
keno számok kettesével: ;16;61; előfordulás ;410
keno számok kettesével: ;16;62; előfordulás ;412
keno számok kettesével: ;16;63; előfordulás ;405
keno számok kettesével: ;16;64; előfordulás ;419
keno számok kettesével: ;16;65; előfordulás ;383
keno számok kettesével: ;16;66; előfordulás ;423
keno számok kettesével: ;16;67; előfordulás ;428
keno számok kettesével: ;16;68; előfordulás ;395
keno számok kettesével: ;16;69; előfordulás ;411
keno számok kettesével: ;16;70; előfordulás ;410
keno számok kettesével: ;16;71; előfordulás ;402
keno számok kettesével: ;16;72; előfordulás ;391
keno számok kettesével: ;16;73; előfordulás ;409
keno számok kettesével: ;16;74; előfordulás ;406
keno számok kettesével: ;16;75; előfordulás ;377
keno számok kettesével: ;16;76; előfordulás ;418
keno számok kettesével: ;16;77; előfordulás ;423
keno számok kettesével: ;16;78; előfordulás ;382
keno számok kettesével: ;16;79; előfordulás ;397
keno számok kettesével: ;16;80; előfordulás ;437
keno számok kettesével: ;17;18; előfordulás ;410
keno számok kettesével: ;17;19; előfordulás ;447
keno számok kettesével: ;17;20; előfordulás ;438
keno számok kettesével: ;17;21; előfordulás ;426
keno számok kettesével: ;17;22; előfordulás ;419
keno számok kettesével: ;17;23; előfordulás ;451
keno számok kettesével: ;17;24; előfordulás ;420
keno számok kettesével: ;17;25; előfordulás ;421
keno számok kettesével: ;17;26; előfordulás ;455
keno számok kettesével: ;17;27; előfordulás ;425
keno számok kettesével: ;17;28; előfordulás ;437
keno számok kettesével: ;17;29; előfordulás ;387
keno számok kettesével: ;17;30; előfordulás ;415
keno számok kettesével: ;17;31; előfordulás ;454
keno számok kettesével: ;17;32; előfordulás ;408
keno számok kettesével: ;17;33; előfordulás ;430
keno számok kettesével: ;17;34; előfordulás ;414
keno számok kettesével: ;17;35; előfordulás ;418
keno számok kettesével: ;17;36; előfordulás ;436
keno számok kettesével: ;17;37; előfordulás ;437
